positive,negative
"##Training Scenario: Operation Steel Tempest
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense network and disrupt their naval operations.
* Achieve 95% target destruction.
* Maximum 10% BLUELAND Navy losses.
* Ensure the safety of BLUELAND maritime routes.

**Force Composition:**

* REDLAND Navy: Two Type 052D destroyers patrolling the coastline, supported by six fast attack craft.
* REDLAND Coastal Defense: Three HQ-9 surface-to-air missile systems deployed along the coast.

**Geography:**

* Distance to REDLAND threats: Coastal defense systems located 15 km west and 10 km east of the target area. HQ-9 systems positioned on elevated terrain.
* Environmental Conditions: Nighttime mission with light fog and visibility of 7 km. The target area features rugged cliffs and rocky shores.

**Surrounding Conditions:**

* REDLAND naval vessels are on high alert, with regular patrols and radar surveillance.
* REDLAND coastal defenses are actively monitoring maritime traffic and conducting readiness drills.
* BLUELAND intelligence suggests potential minefields near the coastline.

**Target(s) Details:**

* Coastal defense systems comprise radar installations, missile launchers, and coastal artillery batteries.
* Type 052D destroyers are equipped with anti-ship missiles and naval guns.
* HQ-9 systems are strategically positioned to defend key coastal areas.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize civilian casualties and damage to nearby civilian infrastructure.
* Utilize electronic countermeasures to disrupt enemy radar and communications.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Steel Tempest
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key naval installations.

**Force Composition:**

* REDLAND Navy: unspecified number of destroyers and fast attack craft.
* REDLAND Coastal Defense: unspecified surface-to-air missile systems.

**Geography:**

* Distance to targets: approximately 10-20 km from the coastline.
* Environmental Conditions: Nighttime mission with low visibility due to fog.

**Surrounding Conditions:**

* REDLAND naval forces are conducting routine patrols along the coast.
* REDLAND coastal defenses are operational but not actively engaged.

**Target(s) Details:**

* Naval installations, including docks and administrative buildings.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Thunderclap
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense network and eliminate their anti-ship missile batteries.
* Achieve 95% target destruction.
* Maximum 15% BLUELAND Navy losses.
* Ensure the safety of BLUELAND maritime routes.

**Force Composition:**

* REDLAND Navy: Two Type 054A frigates patrolling the coast, supported by four fast attack crafts.
* REDLAND Coastal Defense: Three YJ-62 anti-ship missile batteries deployed along the coastline.

**Geography:**

* Distance to REDLAND threats: Coastal defense batteries located 15 km north and 10 km south of the target area. YJ-62 batteries positioned on elevated cliffs.
* Environmental Conditions: Nighttime mission with moderate fog and visibility of 6 km. The target area features rugged coastlines and rocky shores.

**Surrounding Conditions:**

* REDLAND naval vessels are on high alert, with regular patrols and radar surveillance.
* REDLAND coastal defenses are actively monitoring maritime traffic and conducting readiness drills.
* BLUELAND intelligence suggests potential sea mines in coastal waters.

**Target(s) Details:**

* Coastal defense batteries comprise radar stations, missile launchers, and coastal artillery.
* Type 054A frigates are armed with anti-ship missiles and naval guns.
* YJ-62 batteries are strategically positioned to cover key maritime routes.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize civilian casualties and damage to nearby civilian infrastructure.
* Utilize electronic warfare to disrupt enemy radar and communications.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Thunderclap
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key naval assets.

**Force Composition:**

* REDLAND Navy: unspecified number of frigates and fast attack crafts.
* REDLAND Coastal Defense: unspecified anti-ship missile batteries.

**Geography:**

* Distance to targets: approximately 10-20 km from the coastline.
* Environmental Conditions: Nighttime mission with low visibility due to fog.

**Surrounding Conditions:**

* REDLAND naval forces are conducting routine patrols along the coast.
* REDLAND coastal defenses are operational but not actively engaged.

**Target(s) Details:**

* Naval installations, including docks and administrative buildings.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Azure Fury
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense installations and disable their naval communication hub.
* Achieve 100% target destruction.
* Maximum 25% BLUELAND Navy losses.
* Ensure no remaining operational REDLAND naval assets within the vicinity.

**Force Composition:**

* REDLAND Navy: Two Jiangkai II-class frigates patrolling the coastline, supported by four fast attack crafts.
* REDLAND Coastal Defense: Three HQ-16 surface-to-air missile systems positioned along the coast.

**Geography:**

* Distance to REDLAND threats: Coastal defense systems located 20 km northwest and 15 km southeast of the target area. HQ-16 systems stationed on elevated cliffs.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 8 km. The target area features sandy beaches and rocky outcrops.

**Surrounding Conditions:**

* REDLAND naval vessels are on high alert, with frequent patrols and radar surveillance.
* REDLAND coastal defenses are actively monitoring maritime traffic and conducting readiness drills.
* BLUELAND intelligence suggests potential sea mines in the coastal waters.

**Target(s) Details:**

* Coastal defense systems comprise radar installations, missile launchers, and coastal artillery.
* Jiangkai II-class frigates are equipped with anti-ship missiles and naval guns.
* HQ-16 systems are strategically positioned to cover key maritime routes.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize civilian casualties and damage to nearby civilian infrastructure.
* Utilize electronic warfare tactics to disrupt enemy radar and communications.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Azure Fury
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key naval assets.

**Force Composition:**

* REDLAND Navy: unspecified number of frigates and fast attack crafts.
* REDLAND Coastal Defense: unspecified surface-to-air missile systems.

**Geography:**

* Distance to targets: approximately 10-20 km from the coastline.
* Environmental Conditions: Nighttime mission with low visibility due to fog.

**Surrounding Conditions:**

* REDLAND naval forces are conducting routine patrols along the coast.
* REDLAND coastal defenses are operational but not actively engaged.

**Target(s) Details:**

* Naval installations, including docks and administrative buildings.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties.
"
"##Training Scenario: Operation Azure Thunder
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense installations and disrupt their naval communication network.
* Achieve 100% target destruction.
* Ensure minimal BLUELAND Navy losses.
* Maintain air superiority over the target area.

**Force Composition:**

* REDLAND Navy: Two Jiangwei II-class frigates patrolling the coastline, supported by three fast attack crafts.
* REDLAND Coastal Defense: Two HQ-9 surface-to-air missile systems positioned along the coast.

**Geography:**

* Distance to REDLAND threats: Coastal defense systems located 15 km northwest and 12 km southeast of the target area. HQ-9 systems positioned on elevated cliffs.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 8 km. The target area features rocky cliffs and sandy beaches.

**Surrounding Conditions:**

* REDLAND naval vessels are on heightened alert, with frequent patrols and radar surveillance.
* REDLAND coastal defenses are actively monitoring maritime traffic and conducting readiness drills.
* BLUELAND intelligence suggests potential underwater obstacles near the coastline.

**Target(s) Details:**

* Coastal defense systems comprise radar installations, missile launchers, and coastal artillery.
* Jiangwei II-class frigates are equipped with anti-ship missiles and naval guns.
* HQ-9 systems are strategically positioned to cover key aerial approaches.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage and avoid civilian casualties.
* Utilize electronic countermeasures to disrupt enemy radar and communications.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Azure Thunder
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key naval assets.

**Force Composition:**

* REDLAND Navy: unspecified number of frigates and fast attack crafts.
* REDLAND Coastal Defense: unspecified surface-to-air missile systems.

**Geography:**

* Distance to targets: approximately 10-20 km from the coastline.
* Environmental Conditions: Nighttime mission with low visibility due to fog.

**Surrounding Conditions:**

* REDLAND naval forces are conducting routine patrols along the coast.
* REDLAND coastal defenses are operational but not actively engaged.

**Target(s) Details:**

* Naval installations, including docks and administrative buildings.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties.
"
"##Training Scenario: Operation Sapphire Strike
**Commander’s Intent:**

* Neutralize REDLAND’s key radar installations and disrupt their command and control infrastructure.
* Achieve 100% target destruction.
* Minimize civilian casualties and collateral damage.
* Maintain BLUELAND Air Force superiority throughout the operation.

**Force Composition:**

* REDLAND Air Defense: Three S-300 surface-to-air missile systems deployed strategically across the target area.
* REDLAND Radar Network: Two long-range surveillance radars and one early warning radar stationed within the vicinity.

**Geography:**

* Distance to REDLAND threats: S-300 systems positioned 15 km northeast, 20 km southwest, and 25 km northwest of the target area. Radar installations scattered throughout the region.
* Environmental Conditions: Nighttime operation with clear skies and low wind speeds. The target area is a mix of urban and rural landscapes.

**Surrounding Conditions:**

* REDLAND's Air Defense on high alert, conducting regular radar sweeps and patrols.
* BLUELAND's intelligence reports suggest heightened activity within the target area, indicating possible reinforcements or changes in REDLAND's defensive posture.
* No known presence of REDLAND ground forces within the immediate vicinity.

**Target(s) Details:**

* Radar installations consist of fixed emplacements with backup power generators.
* S-300 systems guarded by small security detachments and supported by mobile command vehicles.
* High-value radar sites are hardened against conventional munitions and feature redundant communication links.

**Rules of Engagement:**

* Engage hostile targets only within the defined engagement zone.
* Prioritize destruction of air defense systems and radar installations.
* Coordinate closely with electronic warfare assets to disrupt enemy communications and radar operations.
* Blue forces must maintain situational awareness to avoid civilian areas and minimize collateral damage.","##Training Scenario: Operation Sapphire Strike
**Commander’s Intent:**

* Conduct airstrikes to disrupt enemy operations in the target area.

**Force Composition:**

* REDLAND Air Defense: unspecified number of surface-to-air missile systems.
* REDLAND Radar Network: unspecified number of radar installations.

**Geography:**

* General knowledge of the target area, but specific distances to threats are unknown.
* Environmental Conditions: Nighttime mission with no additional details provided.

**Surrounding Conditions:**

* No detailed information regarding REDLAND's defensive posture or activities.
* Limited intelligence on enemy forces and their readiness state.

**Target(s) Details:**

* Basic knowledge of radar installations and air defense systems, but no specific details provided.
* No information on target hardening or defensive measures.

**Rules of Engagement:**

* Engage only confirmed military targets and avoid civilian casualties.
* No directives provided on engagement tactics or coordination with friendly forces.
* No guidance on mitigating the threat posed by enemy air defenses."
"##Training Scenario: Operation Midnight Eclipse
**Commander’s Intent:**

* Neutralize REDLAND’s missile silos and command centers to degrade their strategic capabilities.
* Achieve 100% target destruction.
* Minimize civilian casualties and collateral damage.
* Ensure BLUELAND Air Force maintains air superiority during the operation.

**Force Composition:**

* REDLAND Missile Sites: Five DF-21 ballistic missile silos located in dispersed locations across the target area.
* REDLAND Command Centers: Two underground facilities serving as central command and control hubs for strategic operations.

**Geography:**

* Distance to REDLAND threats: Missile silos spread out over a radius of 30 km from the central command centers. Command centers situated deep underground.
* Environmental Conditions: Nighttime operation with clear skies and mild winds. The target area is a mix of urban and rural landscapes.

**Surrounding Conditions:**

* REDLAND's Strategic Rocket Forces on high alert, with increased security measures at missile sites and command centers.
* BLUELAND's intelligence suggests possible presence of mobile SAM units patrolling the outskirts of the target area.
* No known presence of REDLAND ground forces within the immediate vicinity.

**Target(s) Details:**

* DF-21 missile silos are reinforced with hardened concrete and steel, featuring blast doors and security perimeters.
* Command centers are equipped with advanced communication systems and backup power generators.
* Strategic importance of targets necessitates precise and coordinated strikes to achieve desired effects.

**Rules of Engagement:**

* Engage hostile targets only within the designated engagement zone.
* Prioritize destruction of missile silos and command centers to disrupt enemy strategic capabilities.
* Utilize precision-guided munitions and standoff weapons to minimize risk to BLUELAND aircraft.
* Coordinate closely with electronic warfare assets to neutralize enemy air defenses and disrupt communications.","##Training Scenario: Operation Midnight Eclipse
**Commander’s Intent:**

* Conduct airstrikes to disrupt enemy operations in the target area.

**Force Composition:**

* REDLAND Strategic Sites: unspecified number of missile silos and underground command centers.
* No specific details provided regarding enemy forces.

**Geography:**

* General knowledge of the target area, but specific distances to threats are unknown.
* Environmental Conditions: Nighttime mission with no additional details provided.

**Surrounding Conditions:**

* Limited intelligence on enemy forces and their readiness state.
* No detailed information regarding REDLAND's defensive posture or activities.

**Target(s) Details:**

* Basic knowledge of missile silos and command centers, but no specific details provided.
* No information on target hardening or defensive measures.

**Rules of Engagement:**

* Engage only confirmed military targets and avoid civilian casualties.
* No directives provided on engagement tactics or coordination with friendly forces.
* No guidance on mitigating the threat posed by enemy air defenses."
"##Training Scenario: Operation Silent Thunder
**Commander’s Intent:**

* Neutralize REDLAND's coastal defense installations to ensure safe passage for BLUELAND naval assets.
* Achieve 100% target destruction.
* Minimize civilian casualties and collateral damage.
* Maintain air superiority over the target area.

**Force Composition:**

* REDLAND Coastal Defense: Two Bastion-P coastal missile systems, four Osa-M anti-ship missile batteries, and two S-400 air defense systems.
* REDLAND Naval Forces: Patrol boats and frigates positioned within the coastal region.

**Geography:**

* Distance to REDLAND threats: Coastal defense installations located within 10 km of the target coastline. Naval forces patrolling up to 50 km from the target.
* Environmental Conditions: Nighttime operation with clear visibility. The target area consists of rugged coastal terrain with sparse civilian infrastructure.

**Surrounding Conditions:**

* REDLAND's coastal defenses are on high alert, with increased surveillance and readiness measures.
* BLUELAND's intelligence suggests possible electronic warfare assets deployed in the area to counter hostile air operations.
* Limited presence of civilian vessels in the vicinity, necessitating precise targeting to avoid unintended casualties.

**Target(s) Details:**

* Bastion-P coastal missile systems are fortified with reinforced concrete bunkers and equipped with Yakhont anti-ship missiles.
* Osa-M batteries provide short to medium-range anti-ship missile defense, strategically positioned along the coastline.
* S-400 air defense systems offer protection against airborne threats, including BLUELAND aircraft and cruise missiles.

**Rules of Engagement:**

* Engage hostile targets within the designated engagement zone, prioritizing coastal defense installations.
* Utilize precision-guided munitions and standoff tactics to neutralize enemy defenses while minimizing risk to BLUELAND aircraft.
* Coordinate closely with naval assets to provide support and maintain situational awareness over the target area.","##Training Scenario: Operation Silent Thunder
**Commander’s Intent:**

* Conduct airstrikes to disrupt enemy operations along the coastline.

**Force Composition:**

* REDLAND Coastal Defenses: unspecified number of coastal defense systems and naval assets.
* No specific details provided regarding enemy forces.

**Geography:**

* General knowledge of the target coastline, but specific distances to threats are unknown.
* Environmental Conditions: Nighttime mission with no additional details provided.

**Surrounding Conditions:**

* Limited intelligence on enemy forces and their readiness state.
* No detailed information regarding REDLAND's defensive posture or activities in the coastal region.

**Target(s) Details:**

* Basic knowledge of coastal defense installations and naval assets, but no specific details provided.
* No information on target hardening or defensive capabilities of enemy systems.

**Rules of Engagement:**

* Engage only confirmed military targets and avoid civilian casualties.
* No directives provided on engagement tactics or coordination with friendly naval forces.
* No guidance on mitigating the threat posed by enemy coastal defenses."
"##Training Scenario: Operation Nightfall Sabre
**Commander’s Intent:**

* Destroy the REDLAND radar installation and electronic warfare facility.
* Ensure 100% bombs on time and on target.
* Minimize BLUELAND Air Force losses to no more than 30%.
* Disable REDLAND's early warning capabilities.

**Force Composition:**

* REDLAND Air Force: Three SA-10 Grumble surface-to-air missile systems, five Pantsir-S1 air defense systems.
* REDLAND Ground Forces: 300 troops guarding the facility, equipped with small arms and anti-aircraft guns.

**Geography:**

* Distance to REDLAND threats: SA-10 Regiment located 5 km north of the target, Pantsir-S1 batteries 2 km from the radar installation.
* Environmental Conditions: Early morning mission with heavy fog and visibility of 1 km. The target is situated on a hillside with dense forest coverage.

**Surrounding Conditions:**

* REDLAND's Air Force is conducting regular patrols in the vicinity.
* REDLAND's ground forces have established a perimeter defense around the facility with reinforced bunkers.
* BLUELAND's intelligence indicates recent supply convoys to the area, suggesting increased fortifications.

**Target(s) Details:**

* The radar installation includes two large radar arrays and a command center with hardened shelters.
* The electronic warfare facility comprises multiple jamming units and communication relays, heavily fortified and underground.

**Rules of Engagement:**

* Engage only confirmed hostile targets within the engagement zone.
* Use precision-guided munitions to minimize collateral damage to surrounding forests and non-target structures.
* Coordinate with ground reconnaissance teams to verify target positions before engagement.","##Training Scenario: Operation Nightfall Sabre
**Commander’s Intent:**

* Destroy the REDLAND radar installation and electronic warfare facility.
* Ensure 100% bombs on time and on target.
* Minimize BLUELAND Air Force losses to no more than 30%.
* Disable REDLAND's early warning capabilities.

**Force Composition:**

* REDLAND Air Force: Three SA-10 Grumble surface-to-air missile systems, five Pantsir-S1 air defense systems.
* REDLAND Ground Forces: 300 troops guarding the facility, equipped with small arms and anti-aircraft guns.

**Geography:**

* Distance to REDLAND threats: SA-10 Regiment located 5 km north of the target, Pantsir-S1 batteries 2 km from the radar installation.
* Environmental Conditions: Early morning mission with heavy fog and visibility of 1 km. The target is situated on a hillside with dense forest coverage.

**Surrounding Conditions:**

* REDLAND's Air Force is conducting regular patrols in the vicinity.
* REDLAND's ground forces have established a perimeter defense around the facility with reinforced bunkers.
* BLUELAND's intelligence indicates recent supply convoys to the area, suggesting increased fortifications.

**Target(s) Details:**

* The radar installation includes two large radar arrays and a command center with hardened shelters.
* The electronic warfare facility comprises multiple jamming units and communication relays, heavily fortified and underground.

**Rules of Engagement:**

* Engage only confirmed hostile targets within the engagement zone.
* Use precision-guided munitions to minimize collateral damage to surrounding forests and non-target structures.
* Coordinate with ground reconnaissance teams to verify target positions before engagement."
"##Training Scenario: Operation Iron Dagger
**Commander’s Intent:**

* Neutralize the REDLAND naval base and its docked submarine fleet.
* Achieve 100% mission success with all primary targets destroyed.
* Limit BLUELAND naval losses to no more than 20%.
* Ensure no collateral damage to civilian shipping lanes.

**Force Composition:**

* REDLAND Naval Forces: Two Kilo-class submarines, one Steregushchiy-class corvette, three coastal missile batteries (Bastion-P).
* REDLAND Ground Forces: 200 troops equipped with MANPADS and coastal artillery units.

**Geography:**

* Distance to REDLAND threats: Coastal missile batteries located 3 km inland from the naval base, coastal artillery units positioned along the shoreline.
* Environmental Conditions: Daytime mission with clear skies and a visibility of 10 km. The target is located in a coastal region with rocky cliffs and narrow inlets.

**Surrounding Conditions:**

* REDLAND naval patrols are actively monitoring the area with UAV support.
* REDLAND ground forces are conducting training exercises 10 km inland.
* BLUELAND intelligence reports suggest increased electronic warfare activity in the area.

**Target(s) Details:**

* The naval base includes docking facilities for submarines, a command center, and storage bunkers for torpedoes and missiles.
* Submarines are docked in fortified pens, and the command center is protected by reinforced concrete and advanced defense systems.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated engagement zone.
* Avoid civilian ships and fishing vessels in the vicinity.
* Coordinate with naval reconnaissance to confirm target positions before launching attacks.","##Training Scenario: Operation Iron Dagger
**Commander’s Intent:**

* Attack REDLAND's naval base.

**Force Composition:**

* REDLAND Naval Forces: several submarines, unspecified surface vessels.
* REDLAND Ground Forces: some troops defending the base.

**Geography:**

* Distance to target: 150 km from BLUELAND's closest naval base.
* Environmental Conditions: Daytime mission.

**Surrounding Conditions:**

* REDLAND forces are on moderate alert.
* No further details on surrounding conditions.

**Target(s) Details:**

* Naval base with submarines and support buildings.

**Rules of Engagement:**

* Engage only hostile targets.
* Minimize collateral damage."
"##Training Scenario: Operation Silver Falcon
**Commander’s Intent:**

* Destroy REDLAND’s primary radar installation and associated air defense systems.
* Achieve 90% mission success with all primary targets neutralized.
* Limit BLUELAND aircraft losses to 30% or below.
* Ensure no collateral damage to nearby civilian infrastructure.

**Force Composition:**

* REDLAND Air Defense: six S-300 surface-to-air missile batteries, four Pantsir-S1 air defense systems, and five radar installations.
* REDLAND Ground Forces: 300 troops equipped with MANPADS and mobile anti-aircraft guns.

**Geography:**

* Distance to REDLAND threats: S-300 batteries are positioned 5 km northwest and 8 km south of the radar installation, Pantsir-S1 systems are spread around the installation perimeter.
* Environmental Conditions: Dawn mission with fog reducing visibility to 3 km. The radar installation is located on a plateau surrounded by dense forests and rolling hills.

**Surrounding Conditions:**

* REDLAND’s air defense network is on high alert, with continuous radar sweeps and patrols.
* REDLAND ground forces are conducting live-fire exercises 15 km east of the target area.
* BLUELAND intelligence reports suggest the presence of mobile radar units in the area.

**Target(s) Details:**

* The primary target is a radar installation consisting of a central radar tower, communication arrays, and auxiliary power generators.
* The radar tower is reinforced with blast-resistant materials and surrounded by a perimeter fence and guard towers.

**Rules of Engagement:**

* Engage only designated military targets within the defined engagement zone.
* Minimize damage to civilian structures and avoid residential areas near the target.
* Coordinate with electronic warfare units to jam enemy radar before the strike.","##Training Scenario: Operation Silver Falcon
**Commander’s Intent:**

* Attack REDLAND’s radar installation.

**Force Composition:**

* REDLAND Air Defense: multiple SAM batteries and air defense units.
* REDLAND Ground Forces: several troops in the area.

**Geography:**

* Distance to target: 100 km from BLUELAND’s forward operating base.
* Environmental Conditions: Early morning mission.

**Surrounding Conditions:**

* REDLAND forces are on alert.
* No further details on surrounding conditions.

**Target(s) Details:**

* Radar installation with various supporting structures.

**Rules of Engagement:**

* Engage hostile targets only.
* Minimize collateral damage."
"##Training Scenario: Operation Iron Shield
**Commander’s Intent:**

* Neutralize the chemical weapons storage facility. Ensure complete destruction of the storage containers.
* Achieve 100% mission success with all primary targets neutralized.
* Limit BLUELAND aircraft losses to 20% or below.
* Ensure no release of chemical agents during the strike.

**Force Composition:**

* REDLAND Air Defense: five SA-22 Greyhound surface-to-air missile systems, four Tunguska M1 anti-aircraft systems, and three radar-guided artillery units.
* REDLAND Ground Forces: 600 troops armed with small arms, anti-aircraft machine guns, and mobile air defense units.

**Geography:**

* Distance to REDLAND threats: SA-22 units are positioned 12 km east and 7 km west of the target, Tunguska systems are within 5 km of the facility.
* Environmental Conditions: Dusk mission with clear skies and visibility of 10 km. The facility is located in a rural area surrounded by open fields and light forest.

**Surrounding Conditions:**

* REDLAND’s air defense network is on medium alert with regular patrols.
* REDLAND ground forces are stationed in nearby villages, 5 km from the target, to protect against any incursion.
* BLUELAND’s intelligence indicates an increase in movement around the facility, suggesting possible reinforcement.

**Target(s) Details:**

* The primary target is a chemical weapons storage facility consisting of five reinforced bunkers, a control center, and multiple security outposts.
* The bunkers are heavily fortified with concrete and steel, and are equipped with advanced security systems to prevent unauthorized access.

**Rules of Engagement:**

* Engage only designated military targets within the defined engagement zone.
* Use precision-guided munitions to minimize the risk of chemical agent release.
* Avoid engagement near civilian areas and coordinate with ground units to secure the perimeter before the strike.","##Training Scenario: Operation Iron Shield
**Commander’s Intent:**

* Destroy the chemical weapons storage site.

**Force Composition:**

* REDLAND Air Defense: several SAM systems, anti-aircraft units.
* REDLAND Ground Forces: a number of troops in the area.

**Geography:**

* Distance to target: 100 km from BLUELAND’s forward base.
* Environmental Conditions: Evening mission.

**Surrounding Conditions:**

* REDLAND forces are on alert.
* No additional details on surrounding conditions.

**Target(s) Details:**

* Chemical weapons storage site with bunkers and security.

**Rules of Engagement:**

* Engage hostile targets only.
* Minimize collateral damage."
"##Training Scenario: Operation Thunder Strike
**Commander’s Intent:**

* Destroy the primary radar station. Disable the adjacent communication tower. Ensure no enemy reinforcements can repair the facility.
* 100% mission completion with precision.
* Maximum 30% BLUELAND Air Force losses.
* Ensure no civilian casualties.

**Force Composition:**

* REDLAND Air Defense: six S-300 surface-to-air missile systems, five Pantsir-S1 anti-aircraft systems, and three electronic warfare vehicles.
* REDLAND Ground Forces: 400 troops equipped with portable air defense missiles, machine guns, and armored vehicles.

**Geography:**

* Distance to REDLAND threats: S-300 units positioned 20 km south and 10 km west of the target; Pantsir-S1 systems located 8 km north of the target.
* Environmental Conditions: Dawn mission with dense fog reducing visibility to 3 km. The target is located in a mountainous region with rugged terrain.

**Surrounding Conditions:**

* REDLAND's air defenses are on high alert due to recent skirmishes.
* REDLAND's ground forces are stationed in the surrounding valleys to prevent any ground assault.
* BLUELAND's intelligence reports intermittent radar signals indicating possible electronic countermeasures in the area.

**Target(s) Details:**

* The primary target is a high-tech radar station with an adjacent communication tower. The radar station is fortified with concrete bunkers and surrounded by barbed wire fences.
* The communication tower is located 200 meters from the radar station and is heavily guarded by REDLAND troops.

**Rules of Engagement:**

* Engage only designated military targets within the defined engagement zone.
* Use electronic countermeasures to disrupt REDLAND's defenses before the strike.
* Avoid collateral damage to any civilian infrastructure and ensure precision targeting to minimize environmental impact.","##Training Scenario: Operation Thunder Strike
**Commander’s Intent:**

* Destroy the radar station.

**Force Composition:**

* REDLAND Air Defense: multiple air defense systems.
* REDLAND Ground Forces: numerous troops in the area.

**Geography:**

* Distance to target: 150 km from BLUELAND's base.
* Environmental Conditions: Dawn mission.

**Surrounding Conditions:**

* REDLAND forces are on alert.

**Target(s) Details:**

* Radar station with a communication tower.

**Rules of Engagement:**

* Engage only hostile targets.
* Minimize collateral damage."
,
,
,
,
,**Force Composition:**
,
,* REDLAND Air Defense: multiple air defense systems.
,* REDLAND Ground Forces: numerous troops in the area.
,
,**Geography:**
,
,* Distance to target: 150 km from BLUELAND's base.
,* Environmental Conditions: Dawn mission.
,
,**Surrounding Conditions:**
,
,* REDLAND forces are on alert.
,
,**Target(s) Details:**
,
,* Radar station with a communication tower.
,
,**Rules of Engagement:**
,
,* Engage only hostile targets.
,* Minimize collateral damage.
